'Name',",'Type',","'City',","'State or Country',","Offical_Web',",'Introduction',",'Industries',","'Campaign',",'Transactions','Location','Team','References'

"Tim Clark Business Consulting, Inc.",Consultant ,Hanover, PA,https://network.axial.net/a/company/tim-clark-business-consulting-inc/,[],This company has not listed any industries.,[],,"1101 Broadway, 
            
Hanover, PA 17331
US",Tim Clark,https://network.axial.net/company/tim-clark-business-consulting-inc

Race Global Holdings Inc,Consultant ,Belmont, MA,http://raceglobalholdings.com/,"As a leading provider of project finance, Buy/Sell side consulting and brokerage, Real Estate, Oil & Gas, Commodities, and Technology we take pride in offering the best service to accomplish your goals. We are dedicated to serving the needs of our clients each and every day. We bring decades of experience in Real Estate, Financing, Investments, and Technology.","Financial Services:
                                Asset Management & Custody Banks; Diversified Financials; Investment Banking & Brokerage; Other Diversified Financial Services
                            
Real Estate:
                                Diversified Real Estate Activities; Real Estate Development",[],,"26 C St., 
            
Belmont, MA 02478
US",Charles Kotherithara,https://network.axial.net/company/race-global-holdings-inc

Strategic Consulting & Advisory Services,Consultant ,Bridge Cot Terrace North, ST. G,http://www.scas.biz,"Colin Daniel BBA, FCA, FCGAColin is the Principal of Strategic Consulting & Advisory Services has worked in Barbados, Bermuda, Canada and the Cayman Islands. He is a Fellow of the Certified General Accountant Association of Canada having gained his designation in 1990 and a Fellow of the Institute of Chartered Accountants of Barbados. He was elected to fellowship in 2004. He has over 29 years experience in his chosen field and has served in a number of senior positions in the last 21 years.My focus is on assisting clients in the following ares:Strategy & PlanningAdvisory ServiceCorporate FinanceCorporate ServicesWhile I will accept buy side mandates, my current focus is on sell side transactions and fund raising. There is a significant demand for funding the Caribbean region. Transactions in the region are dominated by commercial and residential real estate development, technology as well a business services. My business partners and I can also assist you in structuring your international transactions using the extensive double taxation treaty networks and bi-lateral trade agreements in order to maximize the value of your transactions.

    Show Less","Business Services:
                                Data Processing & Outsourced Services; IT Consulting & Other Services; Research & Consulting Services
                            
Energy & Utilities:
                                Alternative Energy; Alternative Energy Distribution; Alternative Energy Production
                            
Financial Services:
                                Asset Management & Custody Banks; Banks; Diversified Banks; Diversified Capital Markets; Diversified Financials; Insurance; Insurance Brokers; Investment Banking & Brokerage; Life & Health Insurance; Multi-Sector Holdings; Multi-line Insurance; Other Diversified Financial Services; Property & Casualty Insurance; Regional Banks; Reinsurance; Specialized Finance; Thrifts & S&Ls
                            
Health Care:
                                Health Care Facilities; Health Care Services
                            
Industrials:
                                Air Freight & Logistics; Transportation
                            
Media:
                                Movies & Entertainment
                            
Real Estate:
                                Real Estate Operating Companies
                            
Technology:
                                Application Software; Financial Technology; Health Care Technology; Home Entertainment Software; Internet Software & Services; Software; Systems Software
                            
Show Less",[],,"11 Circular Drive, 
            
Bridge Cot Terrace North, ST. G BB
BB","Colin Daniel
Principal",https://network.axial.net/company/strategic-consulting-advisory-services

"Business Center - Riverside, Minority Business Development Agency, U.S. Dept. of Commerce ",Consultant ,Murrieta, CA,http://www.mbda.gov/businesscenters/riverside,"We are non-profit organization business center, federally funded by the U.S. Dept. of Commerce's Minority Business Development Agency (MBDA) to stimulate job creation, retention and advance the economic growth of eligible minority owned enterprises(MBE) in the United States.The Vision of So Cal Corporate Growth Partners is to create hope and empowerment for businesses (primarily minority owned businesses) by assessing their past benchmarks for restrictions, failures and successes; then making necessary changes for future prosperity and sustainability.The Mission of So Cal Corporate Growth Partners is to actively support and strengthen businesses and their communities by acting as an established and trusted conduit to educational, civic, political, business, financial and global partners.Team Goals: The success of So Cal Corporate Growth Partners operating the MBDA Business Center is directly attributable to the dedication of our Executive Management Team and staff. Our team goal is to help our clients;åá Secure financial capital.åá Identify contracting opportunities.åá Categorize immediate and long-term business needs.åá Facilitate Merger & Acquisition transactions.åá Assist with Issues Advocacyåá Open doors to key decision makers globally and domesticallyåá Provide group and one on one training and education.

    Show Less",This company has not listed any industries.,[],,"25186 Hancock Ave., Suite 220, 
            
Murrieta, CA 92562
US","Joshua Yoon
Managing Director",https://network.axial.net/company/business-center-riverside-minority-business-development-agency-us-dept-of-commerce

7 Stage Advisors,Consultant ,Butler, NJ,http://www.7StageAdvisors.com,"7 Stage Advisors is a mid-market advisory firm that guides its client companies how to grow their business, increase their operational efficiency, and increase their bottom-line profits. More EBIDTA=More cash (for funding, exit and cashflow!). Using a proprietary methodology, 7 Stage Advisors leverages timeless strategies and tactics that turned Winnebago into a powerhouse, launched 5000 businesses in 35 countries, and consistently outperforms the competition. As part of our consulting process, we 'embed the expertise' in your business, inserting Subject Matter Experts into key positions to manage or guide those areas of the business that need immediate attention. Our team has also sat on boards as another way to guide the enterprise to achieve its business plan. We will guide you through the entire process of your transaction, from the strategy, implementation, as well as all of the legal work required for you to receive the maximum value from your deal.

    Show Less",Generalist,[],"
October 2013
Houston-based logistics company was acquired by Buyer financed.

Industries
Third Party Logistics (3PL)
","517 Main Street, Suite 100
            
Butler, NJ 07405
US




                PO Box 233, 7 Stage Advisors
            
Riverdale, NJ 07457
US","Allan Berger
Director, Business Development",https://network.axial.net/company/cmt-mentors

Getzler Henrich & Associates LLC,Consultant ,New York, NY,http://www.getzlerhenrich.com,"Getzler Henrich & Associates LLC, founded in 1968, is one of the nation's oldest and most respected names in middle market corporate turnaround and restructuring. Having successfully restructured over a thousand companies in dozens of industries throughout the world, the firm has expanded into complementary services that enhance the processes needed to achieve the aggressive growth targets of healthy businesses.","Business Services:
                                Advertising; Airport Services; Commercial Printing; Data Processing & Outsourced Services; Diversified Support Services; Environmental & Facilities Services; Human Resource & Employment Services; IT Consulting & Other Services; Marine Ports & Services; Office Services & Supplies; Payment Processors; Research & Consulting Services; Security & Alarm Services
                            
Industrials:
                                Aerospace & Defense; Air Freight & Logistics; Airlines; Building Products; Capital Goods; Construction & Engineering; Construction & Farm Machinery & Heavy Trucks; Electrical Components & Equipment; Heavy Electrical Equipment; Highways & Railtracks; Industrial Conglomerates; Industrial Machinery & Equipment; Marine Shipping; Railroads; Safety Equipment; Third Party Logistics (3PL); Trading Companies & Distributors; Transportation; Trucking
                            
Technology:
                                Application Software; Communications Equipment; Computer Hardware; Computer Storage & Peripherals; Electronic Components; Electronic Equipment & Instruments; Electronic Manufacturing Services; Financial Technology; Hardware; Health Care Technology; Home Entertainment Software; Internet Software & Services; Semiconductor Equipment; Semiconductors; Software; Systems Software; Technology Distributors
                            
Show Less","

M&A and Refinancing Advisor, Expertise in Underperforming Consumer Goods Companies
Consumer Goods
$15.0M - $100.0M
-

","
March 2016
NYC Constructors, Inc. was acquired by Banker Steel NY, LLC.

Industries
Construction & Engineering

October 2015
Twin Rinks of Eisenhower LLC was acquired by Twin Rinks Acquisition Company LLC.

Industries
Leisure Facilities

June 2014
Assets of ConnectEdu, Inc. was acquired by New Market Education Partners LLC.

Industries
Application Software, IT Consulting & Other Services, Internet Software & Services

June 2014
Assets of Experience, Inc. was acquired by Symplicity Corporation.

Industries
Application Software, IT Consulting & Other Services, Internet Software & Services

June 2014
Assets of ConnectEdu, Inc. was acquired by CaseNex LLC.

Industries
Application Software, IT Consulting & Other Services, Internet Software & Services

May 2014
Academic Management Systems, Inc. was acquired by North Atlantic SBIC IV, L.P. and AMS Asset Holdings, LLC.

Industries
Application Software, IT Consulting & Other Services, Internet Software & Services

March 2013
School that educates and treats children with autism and behavioral or psychological issues raised capital from Gemino Healthcare Finance.

Industries
Education Services

November 2012
General Insulation Corp. raised capital from NewStar Business Credit.

Industries
Building Products
","295 Madison Ave, 20th Floor 
            
New York, NY 10017
US","Mark Podgainy
Managing Director",https://network.axial.net/company/getzler-henrich-associates-llc

"American Mortgage Consultants, Inc.",Consultant ,New York, NY,http://www.amcfirst.com,"American Mortgage Consultants (AMC), founded in 1996, is a leading nationwide due diligence and consulting services provider with services including, but not limited to: full credit, compliance, securitization, collateral, forensic/repurchase, asset management, portfolio surveillance, originator or servicer operational reviews. We have offices in NYC, Chicago, Tampa, Dallas, and Denver.We are private equity backed and are currently exploring opportunities within our core business (residential mortgage consulting) along with consulting and due diligence businesses that would complement our current residential focus. AMC is also seeking opportunities with firms that provide technology solutions to the mortgage industry (residential and commercial).

    Show Less","Business Services:
                                Data Processing & Outsourced Services; Human Resource & Employment Services; IT Consulting & Other Services; Research & Consulting Services
                            
Financial Services:
                                Diversified Financials; Financial Technology; Other Diversified Financial Services
                            
Real Estate:
                                Real Estate Services
                            
Technology:
                                Application Software; Financial Technology; Internet Software & Services; Software; Systems Software
                            
Show Less",[],,"630 3rd Avenue, Suite 1601
            
New York, NY 10017
US",Michael Franco,https://network.axial.net/company/american-mortgage-consultants-inc

Global.Designer.Developer,Consultant ,BEVERLY HILLS, CA,https://network.axial.net/a/company/globaldesignerdeveloper,< GLOBAL.DESIGNER.DEVELOPER > DESIGN. ENGINEERING. ARCHITECTURE . CONSTRUCTION . INTERIORS EXTERIORS . MANAGEMENT . OPERATIONS . DISPOSITIONS ...,"Financial Services:
                                Diversified Capital Markets; Diversified Financials; Specialized Finance
                            
Industrials:
                                Building Products; Capital Goods; Construction & Engineering
                            
Manufacturing:
                                Construction Materials; Heavy Manufacturing
                            
Materials:
                                Construction Materials
                            
Real Estate:
                                Diversified Real Estate Activities; Real Estate Development
                            
Show Less",[],,", 
            
BEVERLY HILLS, CA 90212
US




                , 
            
HERZLIYA PITUACH, HERZLIYA 00000
IL","RONNY BENABRAHAMS
CEO",https://network.axial.net/company/globaldesignerdeveloper

"American Mortgage Consultants, Inc.",Consultant ,New York, NY,http://www.amcfirst.com,"American Mortgage Consultants (AMC), founded in 1996, is a leading nationwide due diligence and consulting services provider with services including, but not limited to: full credit, compliance, securitization, collateral, forensic/repurchase, asset management, portfolio surveillance, originator or servicer operational reviews. We have offices in NYC, Chicago, Tampa, Dallas, and Denver.We are private equity backed and are currently exploring opportunities within our core business (residential mortgage consulting) along with consulting and due diligence businesses that would complement our current residential focus. AMC is also seeking opportunities with firms that provide technology solutions to the mortgage industry (residential and commercial).

    Show Less","Business Services:
                                Data Processing & Outsourced Services; Human Resource & Employment Services; IT Consulting & Other Services; Research & Consulting Services
                            
Financial Services:
                                Diversified Financials; Financial Technology; Other Diversified Financial Services
                            
Real Estate:
                                Real Estate Services
                            
Technology:
                                Application Software; Financial Technology; Internet Software & Services; Software; Systems Software
                            
Show Less",[],,"630 3rd Avenue, Suite 1601
            
New York, NY 10017
US",Michael Franco,https://network.axial.net/company/sapphire-global-inc

Momentum Design Labs,Consultant ,San Mateo, CA,http://momentumdesignlab.com,"Momentum Design Lab is a team of Product Strategists, User Experience Designers and Software Engineers passionate about software and dedicated to helping our clients solve complex business problems through our expertise in user-centered design and software engineering. We create both enterprise and consumer products and apply decades of collective experience to each project.","Business Services:
                                IT Consulting & Other Services
                            
Financial Services:
                                Financial Technology
                            
Media:
                                Digital & Social Media
                            
Retail:
                                Internet Retail
                            
Technology:
                                Application Software; Financial Technology; Health Care Technology; Home Entertainment Software; Internet Software & Services; Software; Systems Software
                            
Telecommunications:
                                Integrated Telecommunication Services; Wireless Telecommunication Services
                            
Show Less",[],,"4 West 4th Ave, Suite 206
            
San Mateo, CA 94402
US","David Thomson
CEO",https://network.axial.net/company/momentum-design-labs

Avalon Associates,Consultant ,Boston, MA,http://www.avalonassociates.com/,"Avalon Associates, LLC is a distinguished group of management advisers who share a common vision of creating value for clients. We accomplish this in three ways: -We have done extensive work with private company sell-side clients to help them realize accumulated value embedded within their companies. -We are involved in significant buy-side work with major public and private corporations and private equity groups searching for acquisitions. -We provide consulting services to define or refine your business strategy or operations. Our Associates are from major consulting firms and are typically former senior executives of companies. Avalon offers its clients the right service offering for your Merger and Acquisition or Business Strategy needs. Our core group represents over 100 years of experience solving client problems and managing successful organizations. Our Industry Knowledge is broad in scope and deep in experience. We have a comprehensive understanding of major industries that adds substantial value to each engagement. Significant recent industry experience includes: -Industrial Manufacturing -Software and Technology -Food and Beverage -Military/Aerospace -Medical Devices and Diagnostics -Energy -Laboratory Services -Consumer products Avalon has operating experience to really understand your challenges. One of the major distinctions of Avalon is that each member of our group has had substantial line experience in manufacturing, marketing, logistics, finance, product development, and mergers and acquisitions. We understand the unique challenges in these key functions. As a result, we can quickly create actionable plans in: -Strategy and operating plans -Acquisitions and divestitures -Sales and marketing -Product development -Finance and capital structure -New business development -Supply chain optimization

    Show Less","Consumer Goods:
                                Agricultural Products; Apparel, Accessories & Luxury Goods; Auto Parts & Accessories; Automotive Products; Brewers; Consumer Durables & Apparel; Consumer Electronics; Distillers & Vintners; Food, Beverage & Tobacco; Footwear; Home Furnishings; Homebuilding; Household & Personal Products; Household Appliances; Household Products; Housewares & Specialties; Leisure Products; Packaged Foods & Meats; Personal Products; Photographic Products; Soft Drinks; Textiles; Tires & Rubber; Tobacco
                            
Energy & Utilities:
                                Alternative Energy; Alternative Energy Distribution; Alternative Energy Production; Coal & Consumable Fuels; Electric Utilities; Energy Equipment & Services; Gas Utilities; Independent Power Producers & Energy Traders; Integrated Oil & Gas; Multi-Utilities; Oil & Gas Drilling; Oil & Gas Equipment & Services; Oil & Gas Exploration & Production; Oil & Gas Refining & Marketing; Oil & Gas Storage & Transportation; Oil, Gas & Consumable Fuels; Utilities; Water Utilities
                            
Industrials:
                                Aerospace & Defense; Air Freight & Logistics; Airlines; Airport Services; Building Products; Capital Goods; Construction & Engineering; Construction & Farm Machinery & Heavy Trucks; Electrical Components & Equipment; Heavy Electrical Equipment; Highways & Railtracks; Industrial Conglomerates; Industrial Machinery & Equipment; Marine Ports & Services; Marine Shipping; Railroads; Safety Equipment; Third Party Logistics (3PL); Trading Companies & Distributors; Transportation; Trucking
                            
Life Sciences:
                                Biotechnology; Life Sciences Tools & Services; Nutraceuticals; Pharmaceuticals
                            
Manufacturing:
                                Aerospace & Defense; Apparel, Accessories & Luxury Goods; Auto Parts & Accessories; Automobile Manufacturers; Building Products; Computer Storage & Peripherals; Construction & Farm Machinery & Heavy Trucks; Construction Materials; Consumer Electronics; Electronic Manufacturing Services; Forest Products; Health Care Equipment; Health Care Supplies; Heavy Electrical Equipment; Heavy Manufacturing; Industrial Machinery & Equipment; Light Manufacturing; Metal, Glass & Plastic Containers; Motorcycle Manufacturers; Office Electronics; Paper Packaging; Paper Products; Personal Products; Photographic Products; Safety Equipment; Textiles; Tires & Rubber
                            
Technology:
                                Application Software; Financial Technology; Health Care Technology; Home Entertainment Software; Internet Software & Services; Software; Systems Software
                            
Show Less",[],,"470 Atlantic Avenue (Independence Wharf), 4th Floor
            
Boston, MA 02210
US","John Stempeck
Partner",https://network.axial.net/company/avalon-associates

Surepoint Capital Management LLC ,Consultant ,Monmouth Beach, NJ,http://surepointcapital.com,"We are a transparent firm that believes that honesty humility and diligence are the core values we wish to present to our clients. We choose people who have capitalized on their financial ideology with traction, but may not have reached their capital horizon as of yet.",Generalist,[],"
March 2013
REDEV GROUP raised capital from PRIVATE INVESTOR.

Industries
Real Estate Development
","44 Valentine Street, 
            
Monmouth Beach, NJ 07750
US","Frank Delaney
Managing Partner",https://network.axial.net/company/surepoint-capital-management-llc

MainStreet Business Solutions,Consultant ,Midvale, UT,http://www.msftaxes.com,Working with businesses to create important connections and leverage value creation opportunities.,"Energy & Utilities:
                                Energy Equipment & Services; Oil & Gas Equipment & Services; Oil & Gas Storage & Transportation; Oil, Gas & Consumable Fuels
                            
Life Sciences:
                                Biotechnology
                            
Manufacturing:
                                Apparel, Accessories & Luxury Goods; Light Manufacturing; Textiles
                            
Technology:
                                Health Care Technology; Software
                            
Show Less",[],"
July 2014
Connection Inspection of North Dakota was acquired by Private Buyer.

Industries
Oil & Gas Drilling, Oil & Gas Equipment & Services, Oil & Gas Exploration & Production
","1106 E South Union Avenue, Suite 1
            
Midvale, UT 84047
US","Spencer Walker
Managing Director",https://network.axial.net/company/mainstreet-business-solutions

Harn & Associates Back Office Solutions,Consultant ,Woodstock, GA,http://www.harnandassociates.com,"Harn and Associates Back Office Solutions produces business reviews consisting of highly advantageous information to equip investors to structure healthy capital infusion and growth strategies.  These services are coupled with outsourced business solutions from professional Accounting and Human Resources to Business Consulting.  Harn and Associates is a R.O.W.E. working environment with over 150 years of intellectual capital available  to lend to business owners who are working to grow their organizations successfully.  Harn and Associates is a United States based company that successfully outsources Accounting, Human Resources, Payroll, Business Consulting and Reviews for companies nationwide on an hourly, as needed basis.

    Show Less","Business Services:
                                Data Processing & Outsourced Services; Environmental & Facilities Services; Human Resource & Employment Services; IT Consulting & Other Services; Office Services & Supplies; Research & Consulting Services
                            
Consumer Services:
                                Specialized Consumer Services",[],,"PO Box 2121, 215 Balaban Circle 
            
Woodstock, GA 30188
US","Danita Harn
Owner",https://network.axial.net/company/harn-associates-back-office-solutions

Mike Heilman - Advisor,Consultant , Severna Park, MD,https://network.axial.net/a/company/mike-heilman-advisor/,[],This company has not listed any industries.,[],,"550 M Ritchie Highway,  #104
            
 Severna Park, MD 21146
US",Mike Heilman,https://network.axial.net/company/mike-heilman-advisor

"Freytag & Associates, LLC",Consultant ,San Rafael, CA,https://network.axial.net/company/jack-freytag,"Freytag & Associates was established in 2009 to provide engineering consulting services, most specifically in the fields of acoustics and vibration.  We typically partner with other industry experts in research, engineering and expert witness projects.  An outline of experience and services may be found: http://freytagllc.com/.Currently we are seeking funding for a patent-pending vibratory tool for cleaning rifle barrels.A November 2012 Congressional Research Service report found that, as of 2009, there were 110 million rifles in the U.S. and 34.4 million people shot at ranges the same year (more U.S. shooters than golfers). Today there are more rifles and shooters, and all rifles require barrel cleaning. Virtually all rifle barrel cleaning is currently done manually with a bore brush, patch and jag, and various cleaning solvents; alternatively, some also use a rope pulled through the barrel. The patent-pending vibratory tool affixes a cleaning rod with brush to a handheld (wand) vibrator so that the rifle barrel lands and grooves may be cleaned with axial vibratory motion, similar to that from an electric toothbrush. This facilitates faster, easier and more thorough cleaning than that from the conventional manual method, and without the use of harsh anti-fouling solvents that increase barrel wear. No similar device has been identified.The Vibratory Firearm Barrel Cleaning Tool may be AC-powered or cordless for use in the field. One future embodiment may move the entire cleaning rod or only the brush at the end of the rod, or it may also be used in conjunction with other patented devices to fully automate barrel cleaning by employing a mechanical system to simultaneously cycle the cleaning rod axially while supplying cleaning solvent to the brush through the hollow rod. Another embodiment uses an ultrasonic transducer for cleaning.Initially 5,000 tools may be manufactured at a unit cost of $40 each and sold for $80 each. The sale of the initial 5,000 tools would yield $400,000 for a net profit of $120,000. An assessment of the initial sales will be used to plan future production. The future potential market for this tool is extremely large. If the tool were purchased at $80 for one percent of the (year 2009) rifles, a $40 profit on each would result in a $44 million profit. Additionally foreign and military markets may be pursued, and advanced products such as a fully-automated cleaning system may be developed.The Vibratory Firearm Barrel Cleaning Tool venture offers these benefits:1) Low initial capital investment and large profit potential.2) No competition.3) Low manufacturing and marketing costs.4) Very large market potential5) Excellent market positioning

    Show Less","Business Services:
                                Advertising
                            
Distribution:
                                Retail Distributors
                            
Financial Services:
                                Diversified Financials; Investment Banking & Brokerage; Other Diversified Financial Services; Specialized Finance
                            
Industrials:
                                Building Products; Capital Goods; Construction & Engineering
                            
Retail:
                                Specialty Stores
                            
Show Less",[],,", 
            
San Rafael, CA 94903
US","Jack Freytag
President",https://network.axial.net/company/jack-freytag

Windshine electric LLC,Consultant ,Phoenix, AZ,http://windshine.com,"Windshine electric is the start of the next big thing in electric power world wide. The people of the world need electric power cheaply for industrial production to thrive. The Windshine design; Pat 8,269,368 of an enclosed turbine with 2 generating surfaces and cutting edge cooling technology make for a very exciting potential. Windshine is also a one man band at this point,  up till now all design and patenting has been self funded, Which trying to stay under the radar was made easier. Since getting the patent the internal designs matured and now the product is ready for final prep before being unveiled. Very cool technology, and once you hear about and see what it is you'll see how special.

    Show Less","Energy & Utilities:
                                Alternative Energy; Alternative Energy Production",[],,"19101 N. 19th pl, 
            
Phoenix, AZ 85024
US",Alan White,https://network.axial.net/company/windshine-electric-llc

Our Business Friends,Consultant ,fort lauderdale, FL,https://network.axial.net/a/company/our-business-friends/,[],This company has not listed any industries.,[],,"1409 nw 7th avenue, 
            
fort lauderdale, FL 33311
US",Anne Hodges,https://network.axial.net/company/our-business-friends

e-ALGO Limited,Consultant ,Sahuarita, AZ,http://www.e-algointelligence.com,"e-ALGO Intelligence LLC is a provider of FX custom-tailored big data intelligence, quantitative analytics and models for global currency fluctuation risk management.  Primary beneficiaries are multinational corporations, hedge funds, family offices and others who interact with the global currency markets.     - Global Currency Translation Risk Assessments     - Client Specific Global FX Risk Solutions     - Global Currency Fluctuation Snapshot Studies     - Global Economic Snapshot Studies     - Country Specific Snapshot Studies     - Stage Selective Mitigation Plans     - Hedging Models Available     - Consultation, Education & Training     - Model Snapshot Examples; 436 slides     - Historical Currency Volatility Report; 677 pages     - Global FX Resource Guide; 887 pages     - dlyon@e-ALGOIntelligence.come-ALGO Publishing LLC is a publishing company that develops original content primarily in the areas of global currency intelligence & quantitative analytics, trading/hedging model strategy development, money & risk management, hedging processes & methods, financial market psychology and intellectual property documentation.Recently published:- ""MONEY FOREX; Save Your Company Millions"" by David Lyon; e-ALGO Publishing LLCNew title coming soon at Amazon.com:- ""MONEY FOREX; Automating A Million $ FX Model"" by David Lyon; e-ALGO Publishing LLCe-ALGO LLC is a private, non-registered, single family office, research & development trading company that utilizes big data low latency quantitative mathematical models to design, create and deploy proprietary algorithmic trading strategies for solely trading its own capital in the $5+ trillion a day global FX currency markets.- Actual FX Trading Volume; $1.164 billion- Trading Strategy Algorithms Created; 425 models- Book of Trading Strategy Algorithms; 1479 pages- Trading Strategy Setup Examples; 436 slides- Rapid Algo Development Guide; 159 pages- IP Trading Guide; 60 pages- Master Trading Journal; 998 pages- Legendary Traders Study Guide; 729 pages- http://www.e-ALGO.com

    Show Less","Financial Services:
                                Asset Management & Custody Banks; Diversified Capital Markets; Diversified Financials; Financial Technology; Investment Banking & Brokerage; Multi-Sector Holdings; Other Diversified Financial Services; Specialized Finance",[],,", 
            
Sahuarita, AZ 85629
US




                , 
            
Scottsdale, AZ 85050
US","David Lyon
Founder",https://network.axial.net/company/e-algo-limited

Investeurs,Consultant ,Green Park Extension, NEW DELHI,http://quantsadvisory.com,"Investeurs was founded in the year 1994, driven by the need to have a professional and service focused Corporate Finance Advisory Company in the Capital region of the country. The main objective was to provide prompt, professional and committed Bill Discounting facility under Inland Letter of Credit to the customers, at an optimal cost.Investeurs understands that finance is not only the life blood of any business but is also a source of empowerment that contributes significantly to the fulfillment of business goals. The focused objective of adding value to business entities in mind prompted us to innovate or add new services to our portfolio/ offerings year on year. Many of the India‰Ûªs most successful organizations trust Investeurs in delivering quantifiable business value.

    Show Less",This company has not listed any industries.,[],,"S-26,27,28, (IIIrd flr), Veera Towers, Green Park Extension
            
Green Park Extension, NEW DELHI 110016
IN","Manish Dutta
Principal",https://network.axial.net/company/investeurs

"Keep Your Pharmacy Open, Inc.",Consultant ,Coppell, TX,https://www.keep-your-pharmacy-open.com/index.html,[],This company has not listed any industries.,[],,", 
            
Coppell, TX 75019
US","Michael Busch
Founder",https://network.axial.net/company/keep-your-pharmacy-open-inc

"Moma,Inc",Consultant ,Royal Oak, MI,http://www.b2bcapitalfunding.com,[],This company has not listed any industries.,[],,", 
            
Royal Oak, MI 48067
US




                , 
            
Livonia, MI 48150
US




                , 
            
Grosse Ile, MI 48138
US",Paul Moma,https://network.axial.net/company/momainc

Tier 1 Advisory,Consultant ,Markham, ON,http://www.tier1advisory.com,"Tier1 Advisory finances long term care (Alzheimer's facilities) and low density residential real estate in the greater Toronto area.  We are currently looking for Mezz debt and construction financing (approx. $10,000,000 for each project - 8 current projects).  All are past real estate projects are on time and on budget.","Financial Services:
                                Consumer Finance; Mortgage Broker
                            
Real Estate:
                                Real Estate Development",[],"
May 2014

Tier 1 Advisory provided capital to Tier1 Advisory.
Industries
Real Estate Development

May 2014
Memory Care (Alzheimer Facilities) raised capital from Tier1 Advisory.

Industries
Real Estate Development
","3100 Steeles Avenue East, Suite 902, 
            
Markham, ON L3R 8T3
CA","Colman O'Brien
President",https://network.axial.net/company/wikiposit

Atateka Partners,Consultant ,Mahwah, NJ,https://network.axial.net/a/company/atateka-partners/,[],This company has not listed any industries.,[],,"35 Ackerman Drive, 
            
Mahwah, NJ 07430
US","Matt Prendergast
Principal",https://network.axial.net/company/atateka-partners

First Call Consulting,Consultant ,Johns Creek, GA,http://thefirstcallconsulting.com,"We are a full-service SAP managed services company with 15+ years of experience in innovating and improving efficiency.

Industry Specialties
- Manufacturing Industry
- Consumer Products Retail
- Chemical Pharmaceutical
- Capital Goods
- Paper/ Textile / Metal Automotive
- Finance & Insurance
- Public Sector
- Telecommunication & Media
- Travel","Business Services:
                                IT Consulting & Other Services; Research & Consulting Services",[],,"335 High Bridge Chase, 
            
Johns Creek, GA 30022
US",Dennis Sands,https://network.axial.net/company/first-call-consulting

"One Reach Network, LLC",Consultant ,Pasadena, CA,https://network.axial.net/company/one-reach-network-llc,"One Reach Network, LLC was formed in mid-2000s in order to provide advisory and consulting services for commercial real estate investors who seek to buy in real estate assets in bulk. Its managing member holds its California BRE# 01076984 and is an active commercial investments agent with the international commercial real estate firm NAI Capital, Pasadena, CA., USA, a member of NAI Global.","Real Estate:
                                Diversified Real Estate Activities; Real Estate Development; Real Estate Investment Trusts (REITs); Real Estate Services",[],,"225 S Lake Avenue, Suite 1170
            
Pasadena, CA 91101
US",Deborah Luedy,https://network.axial.net/company/one-reach-network-llc

United Sales Resources,Consultant ,Rockville, MD,http://usr-llc.com,"United Sales Resources (USR) is a sales leadership coaching and advisory services firm. We support small, medium, and large companies in their efforts to win new businessOur team of experts works one-on-one with clients to bring practical, sustainable solutions to their business. We help our clients to diagnose the issues that are hampering sales growth, and we help them identify opportunities for growth that previously have gone untapped. Our goal is simple -- to see our clients get the results they want and the sales they want.Our clients have the option of working with a dedicated Coaching team, or they can take advantage of our more flexible Advisory Services --* In a Coaching relationship, clients work with a dedicated USR coach and have regular, scheduled coaching sessions. Clients commit to participating in those regular sessions and work on a specific coaching plan that is meant to address issues and opportunities that we‰Ûªve diagnosed together.* In an Advisory relationship, clients will likely work with several members of our advisory team and can access their expertise and guidance on an ad hoc, as needed basis.With our help, sales managers from CSO down to front-line manager are able to operate and perform like world-class sales leadership teams do. With more effective leadership, their sales teams are able to win in new markets, to capture major accounts that they otherwise might not have won, and to establish the sort of competitive differentiation that will drive and sustain long-term growth. 

    Show Less","Business Services:
                                Advertising; Data Processing & Outsourced Services; Environmental & Facilities Services; IT Consulting & Other Services; Research & Consulting Services
                            
Distribution:
                                Air Freight & Logistics; Food Distributors; Technology Distributors; Third Party Logistics (3PL); Trading Companies & Distributors; Trucking
                            
Energy & Utilities:
                                Alternative Energy; Alternative Energy Distribution; Alternative Energy Production; Energy Equipment & Services; Independent Power Producers & Energy Traders; Integrated Oil & Gas; Oil & Gas Equipment & Services; Oil & Gas Refining & Marketing; Oil & Gas Storage & Transportation; Oil, Gas & Consumable Fuels; Utilities
                            
Financial Services:
                                Asset Management & Custody Banks; Banks; Diversified Banks; Diversified Capital Markets; Diversified Financials; Financial Technology; Insurance; Insurance Brokers; Investment Banking & Brokerage; Multi-Sector Holdings; Multi-line Insurance; Other Diversified Financial Services; Property & Casualty Insurance; Reinsurance; Specialized Finance
                            
Health Care:
                                Health Care Services; Health Care Technology
                            
Industrials:
